s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000230.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000230.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000230.png,"Product placed on a white bed surrounded with a open laptop, red roses and a woman's legs half covered with a white bed sheet",a woman lying on a bed next to a laptop and a pair of fake eyelashes.,there is a person laying on a bed with a laptop and a flower,a person laying in bed with a laptop and flowers,a person is laying on a bed with pillows and a laptop
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000231.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000231.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000231.png,Product placed on a peach colored towel surrounded by white and pink sweaters,this image may contain bottle and cosmetics,there is a bottle of liquid next to a paper star on a purple background,two bottles of skin care products sit on top of a purple background,two bottles of cosmetics on a purple background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000232.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000232.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000232.png,Product lying on a plain blue background with wave-like accents of pink and green color on the edges,this image may contain electronics headphones and headset,this is a picture of a pair of headphones laying on a colorful surface,a pair of headphones laying on top of a colorful background,a pair of headphones on a colorful background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000233.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000233.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000233.png,Product placed in an oval glass plate on a red surface with a woman's hand picking two of them in front a brown curtain background,this image may contain cosmetics and lipstick,there is a person putting lipstick on a plate with other lipsticks,two people holding up lipsticks on a plate,two hands holding lipsticks on a glass tray
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000234.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000234.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000234.png,"Product placed on a wooden table top surrounded by a herbal tea cup, jute fabric and three small clay jars in front of an earthy brown background",a bottle of [ unused0 ] oil next to a cup of tea on a wooden table.,there is a cup of coffee and a saucer on a table,a cup of tea next to a bottle of syrup,a bottle of cinnamon and a cup of tea
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000235.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000235.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000235.png,Product placed on a plain pink surface in front of a plain pink background,a handbag on a pink background,there is a white purse sitting on a pink surface with flowers in the background,a white purse sitting on top of a pink background,a beaded purse sitting on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000236.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000236.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000236.png,Product suspended in air in front of a gradient golden brown background,this image may contain cosmetics and face makeup,three different shades of makeup on a gold background,a group of lipsticks and lip glosses on top of each other,l'oreal true match concealers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000237.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000237.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000237.png,Product lying on a plain light pink surface with hearts of their resepective colors drawn on the surface in front of them,this image may contain cosmetics and lipstick,three lipsticks with hearts on a pink background,three lipsticks with hearts painted on them,three heart shaped lipsticks on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000238.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000238.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000238.png,Products placed on a reflecting light blue surface surrounded by a semicircular strip of white gel spread on the surface,this image may contain bottle and cosmetics,there is a jar of cream sitting on a blue surface next to a container of cream,a close up of two containers of cream on a blue background,a bottle of face cream on a blue background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000239.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000239.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000239.png,Product placed on a dark blue surface in front of a dark blue background with a big white water droplet shape,a bottle of nivea body milk,this is an image of a bottle of nivea body milk on a blue background,a bottle of nivea body milk in front of a blue light,a bottle of nivea body milk on a blue background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000240.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000240.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000240.png,Product placed on a white bed surrounded by multicolored pillow with a woman holding a mug of coffee with her two hands in the front,a woman sitting on a couch holding a cup of coffee.,there is a woman sitting on a bed holding a cup of coffee,a person holding a cup of coffee surrounded by colorful pillows,a woman sitting on a blanket surrounded by colorful pillows
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000241.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000241.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000241.png,Product placed on white marble background,[ unused0 ]'s [ unused0 ] in the style of [ unused0 ],someone is holding a pair of shoes on a table with a magazine and other items,a person holding a pair of shoes with beads on them,a woman wearing colorful shoes and bracelets
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000242.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000242.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000242.png,product lying on a black surface with a crescent white moon on it,this image may contain cosmetics and face makeup,this is an image of a tube of liquid on a black background,a tube of liquid on a white background,l'oreal absoluete liquid highlighter
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000243.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000243.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000243.png,product placed on an earty plate on old sheets of a book surrounded by a larger cake and a fork,a slice of chocolate cake sitting on top of a plate.,there is a piece of chocolate cake on a plate next to a piece of cake on a plate,a chocolate cake on a plate next to a fork,a piece of chocolate cake sitting on a plate
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000244.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000244.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000244.png,Product placed on a wooden plate along with pink roses and a white scented candle in front of a pink background,love is the beauty of the plant,there is a bottle of love beauty and planet next to a bowl of flowers,a bottle of body wash next to a candle and flowers,a bottle of pink lotion sitting on a tray with flowers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000245.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000245.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000245.png,Product  placed on a black surface in front of a black background,"the lg tv is a modern, minimalist design with a black background.",there are two televisions that are sitting side by side on a black background,two black televisions sitting next to each other in a dark room,two televisions side by side in a dark room
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000246.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000246.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000246.png,Product placed on a white platfrom surrounded by shimmery silver ribbon in front of a light green background,this image may contain cosmetics and face makeup,there is a bottle of clinique next to a lipstick on a table,a tube of clinique moisturizing cream and a lipstick,a bottle of clinique face cream and a brush
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000247.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000247.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000247.png,Product lying on a plain peach surface with concealer and foundation spread on it,the face shop la vie beauty products review,there is a bottle of liquid next to a tube of liquid next to a piece of paper,a tube of cream and a tube of foundation sitting next to each other,l'oreal cosmetics on a beige background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000248.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000248.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000248.png,Product immersed in oil surrounded  by a light brown background,this image may contain bottle and cosmetics,this is an image of a bottle of hair oil with a wave of water in front of it,a bottle of oil floating on top of water,a bottle of honey on top of an orange background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000249.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000249.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000249.png,Product placed on a purple textured platform in front of a purple blue background,this image may contain [ unused0 ] and cosmetics,there are three different colored condiments sitting on a shelf next to each other,a bunch of bottles with liquid dripping out of them,four bottles of cosmetics on a purple background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000250.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000250.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000250.png,Product placed in front of a pink background,red liquid being poured into a women's sanitary pad on a pink background.,there is a red liquid pouring out of a bottle into a sanitary pad,a red liquid being poured into a pad on a pink background,someone is pouring red liquid onto a sanitary napkin
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000251.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000251.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000251.png,"Product lying on a blue surface surrounded by a blue camera, blue heart-shaped googles and a couple of towesl with blue-white and yellow-white stripes on it",this image may contain sunglasses accessories accessory and camera,"there is a blue camera and a bottle of sunscreen next to a hat, sunglasses, and","a beach scene with a camera, sunglasses, and lotion","nivea sun lotion, sunglasses and a camera on a blue table"
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000252.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000252.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000252.png,Product spread over a gray fabric sheet placed on a bed with light gray knitted bedsheet surrounded by a gray pillow with a dog's face on it and a circular lamp with a woman holding one of the postcard,[ unused0 ]'s collection of decorative envelopes on a bed with a blanket and a,there is a person laying on a bed with a lot of postcards on it,a person laying on a blanket with old postcards and a pillow,a person laying on a blanket with letters and a pillow
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000253.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000253.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000253.png,Product placed on a pink coloured conveyor belt moving in the an S shape surrounded by three origami brief cases in front of a baby pink background,this image may contain cosmetics and bottle,there are a lot of cosmetic products sitting on a pink surface,there is a lot of stuff on the table,some cosmetics on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000254.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000254.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000254.png,"Products lying a plain beige and light blue surface surrounded by original umbrella, donut and a couple of striped papers",headphones on a paper background with a beach umbrella and starfish,there is a pair of headphones and a paper kite on a table,a pair of headphones sitting on top of a table,a pair of headphones sitting on top of a paper umbrella
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000255.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000255.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000255.png,Products placed on the grass surrounded by lavenders and leaves with sky in the background,this image may contain cosmetics and bottle,there are many different types of skin care products sitting on a rock,a bunch of different types of cosmetics sitting on top of some plants,several bottles of cosmetics on top of green plants
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000256.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000256.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000256.png,Products placed on a wooden table top with two buckets of ice cream in the background in front of a blurry gray background,a bowl of moto ice cream next to two containers of ice cream.,there are two scoops of ice cream in a bowl next to two cups of ice cream,three scoops of ice cream sit in a bowl,two cups of ice cream sitting on a wooden table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000257.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000257.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000257.png,a product placed on a swing made up of a wooden plank with branches of pink flower as the rope surrounded by pink and yellow flowers in front of the sky,this image may contain plant flower blossom flower blossom and blossom,there is a box of perfume sitting on a shelf in front of a rainbow,a box of perfume is sitting on a swing,a bottle of perfume sitting on a swing
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000258.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000258.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000258.png,"Product placed on a checkered yellow fabric placed over the grass surrounded by a bowl of potato chips, a yellow hat, a blue camera along with photo prints, a bowl of grapes and a plate of crackers",this image may contain food and drink,yellow and white checkered table cloth with food and drink on it,a picnic blanket with food and drinks on it,a picnic on the grass with food and drinks
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000259.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000259.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000259.png,Product placed on a peach colored towel surrounded by white and pink sweaters,a collection of zip love lipsticks on a pink blanket.,there is a pile of lip care products on a bed next to a pile of sweaters,a bunch of lipsticks sitting on top of a blanket,a bunch of lipsticks sitting on top of a blanket
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000260.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000260.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000260.png,Product placed on a pink surface with a stripe of pink gel on it surrounded by pink roses,this image may contain plant flower blossom and blossom,there is a close up of a pink lip balm and some pink roses on a pink surface,a pink lip balm sitting on top of some roses,vasseline lip therapy on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000261.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000261.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000261.png,Product placed on blurry background with light spots,a woman holding a bottle of vaseline cocoa glow.,there is a woman holding a bottle of body lotion in front of a christmas tree,a person holding up a bottle of vaseline,a woman holding a bottle of vaseline in front of a christmas tree
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000262.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000262.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000262.png,Product lying in the middle of a pile of cocoa beans,a bottle of coffee on a pile of coffee beans.,there is a jar of coffee sitting on top of a pile of coffee beans,a jar of protein powder on top of a pile of coffee beans,a jar of chocolate powder surrounded by coffee beans
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000263.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000263.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000263.png,"Products placed on a bed with white bedsheet surrounded a tray with a coffee mug, a human's legs on blue fabric and a red book in front a light yellow wall as the background",a woman laying on a bed with pillows and a book.,there is a woman laying on a bed with a book and a cup of coffee,a person laying on a bed with pillows and a book,a person laying on a bed surrounded by colorful pillows
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000264.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000264.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000264.png,Products placed on a glossy baby pink surface surrounded by paper buildings and a paper van in front of a baby pink background,this image may contain cosmetics and bottle,there is a bottle of clinique next to a box of creams and a cupcake,skin care products are displayed on a pink background,a pink truck with some cosmetics in front of it
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000265.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000265.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000265.png,Product lying on a yellow surface with sun streaks and white cream spread on it,a bright yellow background with two bottles of sunscreen on a yellow background.,there is a bottle of sunscreen cream and a spoon on a yellow surface,two tubes of sunscreen sitting on top of a yellow surface,two bottles of sun cream and a tube of sun cream
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000266.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000266.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000266.png,Product placed on a purple surface surrounded by three small silver disco balls placed in front of a ridgy golden-brown background with a hand holding remote in the front,this image may contain electronics speaker and microphone,there is a person holding a remote and a speaker on a table,a person holding a remote control next to a karaoke machine,a person holding a remote in front of a speaker
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000267.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000267.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000267.png,Product placed on a beige colored surface surrounded by a yellow-white striped below in front of a beige colored blind,[ unused0 ]'s sandals for the summer,there is a woman that is sitting on a couch with her feet on a pillow,a person wearing yellow and brown shoes sitting on a couch,a pair of women's shoes on a couch
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000268.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000268.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000268.png,Product placed on a white wooden table top surrounded by a glass plate with chocolate syrup and a chocoloate macaroon in front of a blurry white background,a bowl of chocolate macaroons and a glass of milk.,there is a bowl of chocolate macarons next to a bottle of milk,a white bowl filled with chocolate covered macarons,a bowl of chocolate covered macaroons
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000269.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000269.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000269.png,"Product lying on a cream colored bedsheet surrounded by a magazine, a cardboard camera cutout, a pink pillow and a mug of black coffee",a woman laying on a bed with a pillow and a cup of coffee.,there is a person laying on a bed with a pink pillow and a pink pillow with a flower,a person laying on a blanket with a cup of coffee,a person laying on a colorful blanket with a cup of coffee
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000270.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000270.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000270.png,Product placed on a lime colored surface in front of a white background,a collection of colorful stainless steel water bottles on a yellow table.,several different colored water bottles lined up on a yellow shelf,a row of five different colored water bottles,six colorful stainless steel water bottles on a yellow table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000271.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000271.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000271.png,Product placed on a plain white surface with a drop of each color in front of the bottle with a plain white background,this image may contain cosmetics and bottle,three different shades of clinizer are shown on a white surface,five bottles of clinique foundation sitting on a white surface,four bottles of clinique foundation on a white surface
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000272.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000272.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000272.png,Product placed on a glossy pink surface surrounded by a patterned strip of beige paper in front of a pink background,clinique lipsticks on a pink background,there is a bottle of clinique next to a lipstick and a mascara on a pink surface,a group of cosmetics on a pink background,clinique cosmetics on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000273.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000273.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000273.png,Product suspended in air surrounded by a pink rose in front of a blurry baby pink background,pink and yellow macaroons on a pink background,several macarons and a rose on a pink plate with yellow and pink paint sprinkled,a bunch of macarons and a pink rose,pink and yellow macaroons on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000274.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000274.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000274.png,"Product placed in a pile of ice cubes inside a dark blue ice box surrounded by pomergranate, strawberry and apricot in a bowl and a red drink with a straw in front of a white-blue striped bed sheet",this image may contain human person ice cream food and drink,there is a person holding a bottle of nive ice next to a bowl of fruit and a,a person holding a bottle of lotion in an ice chest,nivea sun lotion in a cooler on the beach
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000275.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000275.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000275.png,Products placed on a shiny translucent surface in front of gradient purple-blue-pink-green background,this image may contain cosmetics and bottle,there are two bottles of clinique on a blue and pink background,three bottles of clinique products sitting on top of water,three bottles of clinique products on a colorful background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000276.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000276.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000276.png,Product placed on top of a pink paper cart surrounded by pink and white marshmellows on a pink surface in front of a yellow-pink gradient background,this image may contain toy and toy,there is a pink cart with candy and candies on it,a pink cart filled with candy and lipsticks,i like to sugar co
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000277.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000277.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000277.png,Product placed on the top of a pink staircase leading to an arce on a striped white-pink surface in front of a pink background,[ unused0 ] is the new black cherry,there are three cherries that are on the steps of a staircase,two tubes of lip balm sit on a stairway,a pink staircase with cherries and blackberries on it
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000278.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000278.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000278.png,Product lying on a surface coloured with the colors of the lip glosses,this image may contain cosmetics and lipstick,there is a close up of a lip gloss on a pink background,two lipsticks on a pink and brown background,two lipsticks on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000279.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000279.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000279.png,Product surrounded by green leaves and the legs of a person,[ unused0 ] laying on the floor surrounded by tropical plants.,there is a woman laying on a pile of pillows with green plants in the background,a person laying on top of a bunch of pillows,a woman laying on a pile of green and white cushions
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000280.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000280.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000280.png,Products placed on a plain white platform surrounded by a red design stensil in front of a plain white background,this image may contain cosmetics and lipstick,there is a bottle of clinique next to a lipstick and a box of lipstick,a bunch of cosmetics sitting on top of a shelf,a bottle of cosmetics and a lipstick on a shelf
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000281.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000281.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000281.png,"Product lying over a white formal shirt surrounded by a striped tie, a black belt, black and gold cufflings and black pocket square on a white surface with a male hand wearing a black watching touching the headphones",a man's hand holding a pair of headphones.,there is a person holding a pair of headphones on a table,a white shirt with a tie and a pair of headphones,a pair of black and gold headphones on a shirt
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000282.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000282.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000282.png,"Product placed on grass surrounded by light pink and magenta flowers, and leaves on a natural forrest-like background",this image may contain bottle cosmetics and perfume,there is a bottle of perfume sitting on a mossy surface with flowers in the background,a bottle of perfume sitting in a field of flowers,a bottle of perfume surrounded by flowers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000283.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000283.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000283.png,Product placed on a yellow ridged fabric surrounded by a heart shaped pearl bracelet on a plain white background,[ unused0 ]'s sandals for the beach,there is a pair of sandals with pearls on them on a bed,a pair of sandals sitting on top of a yellow cloth,a pair of women's sandals with pearls on them
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000284.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000284.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000284.png,Product placed on a wooden tray surrounded by 2 lemons and a piece of ginger on a white background with blurry palm leaves,a glass of iced tea on a wooden tray with lemons and a green plant.,there is a glass of tea on a tray with lemons and a palm leaf,a glass of tea sitting next to some lemons and ginger,a glass of tea surrounded by lemons and ginger
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000285.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000285.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000285.png,Product placed of glass block on a blue surface with water droplets in front of a light blue background,a range of skin care products on a blue background.,three different types of soft creams on a blue surface next to a block of ice,four different types of creams and lotions sit on top of ice cubes,three different types of nivea creams on ice
